Ticker,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Return_Pct,Reason,Days_Held,TP_Price,SL_Price
2449,2023-03-22,2023-04-17,44.28,40.95,-0.0813,🔴 停損,15,48.7,40.95
3661,2023-03-17,2023-04-19,1152.54,1263.6,0.0889,⚪ 時間到期,20,1380.28,981.73
1504,2023-03-24,2023-04-26,37.39,38.74,0.0291,⚪ 時間到期,20,42.69,33.41
2376,2023-04-07,2023-04-26,127.31,118.11,-0.0786,🔴 停損,13,139.56,118.11
6669,2023-03-27,2023-04-27,1011.69,1065.56,0.046,⚪ 時間到期,20,1176.33,888.21
3017,2023-03-30,2023-05-02,137.47,159.23,0.1504,🟢 停利,19,159.23,121.15
3231,2023-04-11,2023-05-02,40.14,44.92,0.1114,🟢 停利,14,44.92,36.55
3017,2023-05-02,2023-05-08,152.47,179.26,0.1677,🟢 停利,4,179.26,132.38
2408,2023-04-10,2023-05-09,66.02,62.75,-0.056,⚪ 時間到期,20,73.53,60.39
2356,2023-04-10,2023-05-09,28.76,29.64,0.0235,⚪ 時間到期,20,31.65,26.59
1519,2023-04-17,2023-05-09,75.88,88.85,0.163,🟢 停利,15,88.85,66.15
5274O,2023-04-11,2023-05-10,2770.83,2627.72,-0.0581,⚪ 時間到期,20,3264.44,2400.63
6547O,2023-04-26,2023-05-11,68.27,60.45,-0.1205,🔴 停損,10,78.69,60.45
2382,2023-05-10,2023-05-15,85.86,94.28,0.0905,🟢 停利,3,93.96,79.79
2634,2023-04-19,2023-05-18,52.45,50.37,-0.0463,⚪ 時間到期,20,60.02,46.78
2204,2023-04-26,2023-05-18,64.54,72.19,0.1109,🟢 停利,15,72.19,58.8
2357,2023-05-11,2023-05-18,255.12,270.42,0.0527,🟢 停利,5,270.42,243.65
2368,2023-04-27,2023-05-22,94.63,110.48,0.1596,🟢 停利,16,109.18,83.71
3231,2023-05-02,2023-05-23,43.32,49.91,0.1443,🟢 停利,15,49.91,38.37
1519,2023-05-09,2023-05-23,87.95,107.19,0.2104,🟢 停利,10,107.19,73.53
3037,2023-05-09,2023-05-25,149.71,168.04,0.1148,🟢 停利,12,168.04,135.96
2382,2023-05-15,2023-05-25,94.37,104.17,0.0963,🟢 停利,8,104.17,87.02
2204,2023-05-18,2023-05-25,69.88,80.4,0.1428,🟢 停利,5,80.4,61.98
2376,2023-05-18,2023-05-25,140.68,166.81,0.1776,🟢 停利,5,157.27,128.24
3231,2023-05-23,2023-05-25,48.57,56.56,0.1566,🟢 停利,2,56.56,42.58
3017,2023-05-08,2023-05-29,177.16,207.14,0.1612,🟢 停利,15,207.14,154.68
2618,2023-05-25,2023-05-30,27.21,29.97,0.094,🟢 停利,3,29.97,25.14
3443,2023-05-22,2023-06-01,1268.04,1489.3,0.1665,🟢 停利,8,1489.3,1102.11
1504,2023-05-09,2023-06-02,43.66,49.34,0.1223,🟢 停利,18,49.34,39.4
3661,2023-05-18,2023-06-02,1430.91,1687.53,0.1713,🟢 停利,11,1687.53,1238.44
1519,2023-05-23,2023-06-05,105.54,130.2,0.2252,🟢 停利,9,127.7,88.93
2204,2023-05-25,2023-06-05,75.81,86.67,0.1355,🟢 停利,7,86.67,67.66
2383,2023-05-25,2023-06-07,187.67,214.75,0.1365,🟢 停利,9,214.75,167.36
2376,2023-05-30,2023-06-07,172.51,198.5,0.1428,🟢 停利,6,198.5,153.02
2377,2023-05-25,2023-06-08,149.72,162.93,0.0808,🟢 停利,10,162.93,139.82
2376,2023-06-07,2023-06-12,192.8,225.52,0.1617,🟢 停利,3,225.52,168.27
2382,2023-06-05,2023-06-13,109.17,127.51,0.16,🟢 停利,6,127.51,95.42
3231,2023-05-29,2023-06-14,60.83,70.47,0.1506,🟢 停利,12,70.47,53.6
2618,2023-06-02,2023-06-15,31.91,35.62,0.1086,🟢 停利,9,35.62,29.13
3443,2023-06-01,2023-06-20,1427.76,1676.28,0.166,🟢 停利,13,1676.28,1241.37
3037,2023-05-25,2023-06-26,162.22,166.69,0.0205,⚪ 時間到期,20,184.63,145.41
3231,2023-06-14,2023-06-30,66.27,79.21,0.1872,🟢 停利,10,79.21,56.56
2368,2023-06-07,2023-07-03,125.98,147.92,0.1662,🟢 停利,16,147.92,109.52
3661,2023-06-02,2023-07-04,1684.85,1849.05,0.09,⚪ 時間到期,20,1970.75,1470.43
2383,2023-06-08,2023-07-04,218.0,251.14,0.1441,🟢 停利,16,251.14,193.14
2301,2023-06-13,2023-07-04,93.2,105.72,0.1265,🟢 停利,13,105.72,83.81
2382,2023-06-20,2023-07-04,137.39,160.96,0.1635,🟢 停利,8,160.96,119.71
3231,2023-06-30,2023-07-04,77.88,93.55,0.193,🟢 停利,2,93.55,66.13
1519,2023-06-05,2023-07-05,130.33,116.62,-0.1113,⚪ 時間到期,20,157.06,110.29
3035,2023-07-04,2023-07-05,223.29,253.11,0.1258,🟢 停利,1,253.11,200.92
2376,2023-06-12,2023-07-12,223.25,262.23,0.1666,🟢 停利,20,262.23,194.01
3231,2023-07-04,2023-07-12,92.17,111.41,0.2005,🟢 停利,6,109.09,79.47
2356,2023-06-26,2023-07-13,39.96,47.9,0.1905,🟢 停利,13,47.9,34.01
2382,2023-07-04,2023-07-13,149.42,181.62,0.2072,🟢 停利,7,175.85,129.59
6669,2023-07-04,2023-07-13,1439.43,1758.07,0.213,🟢 停利,7,1696.56,1246.58
2301,2023-07-04,2023-07-13,103.51,123.4,0.184,🟢 停利,7,123.4,88.59
2603,2023-07-05,2023-07-13,87.53,80.05,-0.0917,🔴 停損,6,97.5,80.05
3035,2023-07-05,2023-07-14,247.56,280.99,0.1273,🟢 停利,7,280.99,222.48
3231,2023-07-12,2023-07-14,111.52,133.53,0.1892,🟢 停利,2,133.53,95.01
2618,2023-06-15,2023-07-17,35.64,33.16,-0.076,⚪ 時間到期,20,40.69,31.85
2356,2023-07-13,2023-07-17,45.82,54.38,0.1788,🟢 停利,2,54.38,39.4
3035,2023-07-14,2023-07-18,267.94,319.56,0.1845,🟢 停利,2,315.83,232.03
2383,2023-07-12,2023-07-20,276.29,320.51,0.1521,🟢 停利,6,320.51,243.13
3017,2023-07-03,2023-07-21,272.03,317.39,0.1588,🟢 停利,14,317.39,238.02
6285,2023-07-13,2023-07-21,107.79,96.78,-0.1083,🔴 停損,6,121.78,97.3
2382,2023-07-13,2023-07-24,181.8,213.51,0.1664,🟢 停利,7,213.41,158.09
3035,2023-07-18,2023-07-24,319.88,377.75,0.1728,🟢 停利,4,375.26,278.35
2376,2023-07-13,2023-07-25,287.82,341.0,0.1767,🟢 停利,8,341.0,247.94
3035,2023-07-24,2023-07-27,378.13,312.29,-0.1798,🔴 停損,3,452.33,322.49
2383,2023-07-25,2023-07-28,337.42,404.75,0.1913,🟢 停利,3,404.75,286.93
2301,2023-07-17,2023-07-31,126.36,152.36,0.1975,🟢 停利,10,152.36,106.86
1519,2023-07-17,2023-07-31,163.91,190.83,0.1563,🟢 停利,10,190.83,143.73
6669,2023-07-13,2023-08-02,1759.83,1513.59,-0.1458,🔴 停損,14,2088.15,1513.59
1519,2023-07-31,2023-08-02,190.14,164.16,-0.1425,🔴 停損,2,224.79,164.16
3231,2023-07-14,2023-08-04,129.95,108.57,-0.1702,🔴 停損,14,155.29,110.94
2301,2023-07-31,2023-08-04,152.35,119.07,-0.2238,🔴 停損,3,191.02,123.34
2356,2023-07-20,2023-08-14,58.56,49.92,-0.1534,🔴 停損,16,70.08,49.92
2382,2023-07-24,2023-08-17,213.72,256.98,0.1942,🟢 停利,17,256.98,181.28
2881,2023-08-04,2023-08-17,53.17,50.36,-0.0592,🔴 停損,9,56.91,50.36
3706,2023-07-21,2023-08-21,39.84,38.04,-0.0516,⚪ 時間到期,20,49.11,32.88
6285,2023-07-21,2023-08-21,96.88,112.68,0.1552,⚪ 時間到期,20,115.98,82.55
1519,2023-08-02,2023-08-22,175.58,216.38,0.2239,🟢 停利,13,216.38,144.98
3044,2023-08-02,2023-08-23,149.58,177.11,0.1759,🟢 停利,14,177.11,128.94
3035,2023-07-27,2023-08-25,312.6,323.93,0.0291,⚪ 時間到期,20,398.43,248.23
2383,2023-07-28,2023-08-28,387.66,389.95,-0.001,⚪ 時間到期,20,462.18,331.77
3231,2023-08-04,2023-09-01,108.68,102.91,-0.0596,⚪ 時間到期,20,152.47,75.84
6285,2023-08-21,2023-09-06,108.25,127.87,0.1733,🟢 停利,12,127.87,93.52
2357,2023-08-14,2023-09-11,333.72,349.0,0.0386,⚪ 時間到期,20,408.85,277.37
2204,2023-09-06,2023-09-11,100.87,90.37,-0.1102,🔴 停損,3,114.87,90.37
2382,2023-08-17,2023-09-14,244.25,217.2,-0.1168,⚪ 時間到期,20,318.38,188.66
3017,2023-08-17,2023-09-14,334.48,311.57,-0.0749,⚪ 時間到期,20,428.87,263.68
2368,2023-08-21,2023-09-18,200.99,185.42,-0.0838,⚪ 時間到期,20,248.26,165.54
1519,2023-08-22,2023-09-19,211.99,191.97,-0.1006,⚪ 時間到期,20,272.79,166.39
3044,2023-08-23,2023-09-20,168.11,189.22,0.1179,⚪ 時間到期,20,214.09,133.62
3034,2023-09-18,2023-09-20,408.71,386.77,-0.0602,🔴 停損,2,437.96,386.77
3533,2023-09-14,2023-09-21,857.53,778.45,-0.0984,🔴 停損,5,962.97,778.45
2345,2023-08-25,2023-09-22,473.7,448.55,-0.0596,⚪ 時間到期,20,567.15,403.61
2449,2023-08-28,2023-09-25,76.27,72.81,-0.0518,⚪ 時間到期,20,88.3,67.24
3036,2023-09-22,2023-09-25,95.25,86.98,-0.0931,🔴 停損,1,106.28,86.98
3036,2023-09-25,2023-09-28,90.07,102.62,0.1315,🟢 停利,3,102.62,80.66
5274O,2023-09-01,2023-10-02,2660.58,2721.9,0.0161,⚪ 時間到期,20,3158.69,2286.99
3036,2023-09-28,2023-10-05,96.64,111.99,0.151,🟢 停利,4,111.99,85.12
3661,2023-09-11,2023-10-11,2385.97,2796.89,0.1642,🟢 停利,19,2796.89,2077.79
6285,2023-09-11,2023-10-11,131.44,116.38,-0.1206,🔴 停損,19,151.52,116.38
2454,2023-09-21,2023-10-11,676.08,731.58,0.0747,🟢 停利,11,731.58,634.45
2603,2023-10-02,2023-10-11,95.78,89.04,-0.0768,🔴 停損,5,104.78,89.04
3044,2023-09-20,2023-10-16,196.35,170.71,-0.1365,🔴 停損,15,229.66,171.37
2458,2023-09-14,2023-10-17,125.85,123.6,-0.0246,⚪ 時間到期,20,140.64,114.76
3661,2023-10-11,2023-10-18,2783.64,2445.96,-0.1273,🔴 停損,5,3233.87,2445.96
2637,2023-10-11,2023-10-18,44.31,40.22,-0.0983,🔴 停損,5,49.75,40.22
2204,2023-09-19,2023-10-20,86.89,80.35,-0.0816,⚪ 時間到期,20,101.9,75.63
3529O,2023-09-20,2023-10-23,2123.02,2184.87,0.0221,⚪ 時間到期,20,2447.79,1879.43
3443,2023-10-16,2023-10-23,1646.05,1444.77,-0.1283,🔴 停損,5,1914.42,1444.77
3034,2023-09-25,2023-10-26,390.74,385.42,-0.0204,⚪ 時間到期,20,426.64,363.82
1519,2023-10-18,2023-10-31,228.58,192.2,-0.1649,🔴 停損,9,277.08,192.2
3036,2023-10-05,2023-11-06,106.35,125.54,0.1724,🟢 停利,20,125.54,91.95
3036,2023-11-06,2023-11-07,116.06,134.72,0.1529,🟢 停利,1,134.72,102.06
2345,2023-10-11,2023-11-08,525.04,536.13,0.0141,⚪ 時間到期,20,610.11,461.24
5274O,2023-10-11,2023-11-08,2877.36,2805.58,-0.0316,⚪ 時間到期,20,3355.79,2518.54
4743O,2023-10-31,2023-11-08,188.77,217.34,0.1435,🟢 停利,6,217.34,167.34
4743O,2023-11-08,2023-11-10,208.79,241.44,0.1485,🟢 停利,2,240.98,184.64
6669,2023-10-26,2023-11-13,1511.16,1810.22,0.1897,🟢 停利,12,1810.22,1286.86
2454,2023-10-17,2023-11-14,759.69,812.81,0.0626,⚪ 時間到期,20,831.18,706.07
2449,2023-10-18,2023-11-15,77.86,78.63,0.0029,⚪ 時間到期,20,88.82,69.64
3036,2023-11-07,2023-11-16,124.38,110.04,-0.1214,🔴 停損,7,143.5,110.04
2886,2023-10-20,2023-11-17,33.77,35.17,0.0344,⚪ 時間到期,20,35.79,32.25
3443,2023-10-23,2023-11-20,1499.51,1673.68,0.1085,⚪ 時間到期,20,1786.43,1284.33
3529O,2023-10-23,2023-11-20,2251.09,2376.78,0.0486,⚪ 時間到期,20,2711.68,1905.64
2603,2023-11-10,2023-12-04,90.42,97.92,0.0756,🟢 停利,16,97.92,84.79
6669,2023-11-14,2023-12-05,1855.47,1597.5,-0.1449,🔴 停損,15,2199.44,1597.5
6446,2023-11-08,2023-12-06,327.63,305.72,-0.0732,⚪ 時間到期,20,373.67,293.1
6285,2023-11-08,2023-12-06,126.12,127.38,0.0031,⚪ 時間到期,20,144.75,112.15
2385,2023-11-16,2023-12-07,140.08,156.59,0.1102,🟢 停利,15,156.59,127.7
1519,2023-12-05,2023-12-07,249.21,297.06,0.1839,🟢 停利,2,297.06,213.32
4743O,2023-11-13,2023-12-11,212.6,181.91,-0.1502,⚪ 時間到期,20,254.79,180.96
2204,2023-11-20,2023-12-11,94.24,105.14,0.1081,🟢 停利,15,105.14,86.06
3661,2023-11-15,2023-12-13,3284.4,3580.29,0.0826,⚪ 時間到期,20,3878.82,2838.58
6415,2023-11-17,2023-12-15,380.18,404.3,0.0562,⚪ 時間到期,20,446.73,330.26
2618,2023-11-20,2023-12-18,27.86,27.61,-0.0158,⚪ 時間到期,20,31.27,25.3
2204,2023-12-13,2023-12-19,111.49,100.1,-0.1083,🔴 停損,4,126.68,100.1
6285,2023-12-15,2023-12-21,155.68,139.76,-0.1084,🔴 停損,4,176.91,139.76
2353,2023-12-21,2023-12-25,40.38,44.4,0.0922,🟢 停利,2,44.4,37.36
3035,2023-12-04,2024-01-02,380.56,349.14,-0.0888,⚪ 時間到期,20,445.54,331.82
3443,2023-12-11,2024-01-03,1812.12,1591.07,-0.128,🔴 停損,16,2106.84,1591.07
6239,2023-12-18,2024-01-03,134.66,122.71,-0.095,🔴 停損,11,149.66,123.42
2606,2023-12-06,2024-01-04,50.34,49.29,-0.0275,⚪ 時間到期,20,57.09,45.27
3529O,2023-12-06,2024-01-04,2433.34,2302.97,-0.06,⚪ 時間到期,20,2799.45,2158.76
2603,2023-12-19,2024-01-04,118.49,130.33,0.0924,🟢 停利,11,129.71,110.08
1519,2023-12-07,2024-01-05,276.32,269.98,-0.0296,⚪ 時間到期,20,328.05,237.52
2605,2023-12-07,2024-01-05,25.58,25.37,-0.015,⚪ 時間到期,20,29.37,22.73
2353,2024-01-02,2024-01-05,49.96,44.87,-0.108,🔴 停損,3,56.75,44.87
2637,2023-12-11,2024-01-09,45.42,46.61,0.0194,⚪ 時間到期,20,51.45,40.89
2615,2023-12-25,2024-01-10,54.96,48.29,-0.1273,🔴 停損,11,63.85,48.29
2609,2024-01-04,2024-01-10,47.87,41.95,-0.1297,🔴 停損,4,55.76,41.95
2324,2024-01-03,2024-01-17,35.1,31.18,-0.1177,🔴 停損,10,40.32,31.18
3036,2024-01-17,2024-01-22,126.95,146.49,0.146,🟢 停利,3,146.49,112.3
3481,2024-01-09,2024-01-23,15.09,16.73,0.1008,🟢 停利,10,16.73,13.87
2357,2024-01-03,2024-01-31,439.44,409.16,-0.0753,⚪ 時間到期,20,496.39,396.74
2385,2024-01-10,2024-01-31,164.33,148.25,-0.104,🔴 停損,15,185.77,148.25
2603,2024-01-04,2024-02-01,130.46,129.51,-0.0141,⚪ 時間到期,20,148.69,116.79
2356,2024-01-04,2024-02-01,47.51,51.76,0.0822,⚪ 時間到期,20,56.45,40.79
3036,2024-01-22,2024-02-01,136.36,159.28,0.1601,🟢 停利,8,159.28,119.16
2353,2024-01-05,2024-02-02,45.17,42.32,-0.0696,⚪ 時間到期,20,52.94,39.34
6239,2024-01-05,2024-02-02,122.84,133.17,0.0767,⚪ 時間到期,20,144.65,106.47
6285,2024-01-05,2024-02-02,141.82,132.91,-0.0692,⚪ 時間到期,20,165.27,124.24
3017,2024-01-31,2024-02-05,415.84,483.44,0.1546,🟢 停利,3,483.44,365.14
2376,2024-02-01,2024-02-15,289.25,348.73,0.1974,🟢 停利,3,329.63,258.96
3231,2024-02-02,2024-02-15,111.52,126.57,0.1272,🟢 停利,2,126.57,100.23
2383,2024-02-02,2024-02-15,449.28,516.4,0.1415,🟢 停利,2,513.08,401.43
2609,2024-01-10,2024-02-16,44.21,40.78,-0.084,⚪ 時間到期,20,54.1,36.8
1519,2024-02-01,2024-02-19,360.06,423.11,0.1671,🟢 停利,5,423.11,312.77
3035,2024-01-23,2024-02-20,433.95,387.77,-0.1125,🔴 停損,13,495.54,387.77
3231,2024-02-16,2024-02-23,122.86,109.69,-0.1133,🔴 停損,5,140.42,109.69
2356,2024-02-15,2024-02-27,55.28,50.24,-0.0974,🔴 停損,8,62.0,50.24
3017,2024-02-05,2024-03-01,468.8,546.2,0.1571,🟢 停利,11,546.2,410.75
3661,2024-02-02,2024-03-04,3922.62,4472.91,0.1325,🟢 停利,13,4417.97,3551.1
6239,2024-02-15,2024-03-04,135.12,152.12,0.1181,🟢 停利,11,152.12,122.37
6669,2024-01-31,2024-03-06,2108.93,2469.14,0.1628,🟢 停利,17,2469.14,1838.77
3017,2024-03-01,2024-03-07,528.63,633.76,0.1907,🟢 停利,4,633.76,449.78
6239,2024-03-04,2024-03-08,146.49,165.76,0.1238,🟢 停利,4,165.76,132.04
2345,2024-02-15,2024-03-11,513.42,467.33,-0.096,🔴 停損,16,574.87,467.33
3036,2024-02-01,2024-03-12,154.69,146.08,-0.0621,⚪ 時間到期,20,183.91,132.78
2383,2024-02-27,2024-03-13,507.25,428.56,-0.1609,🔴 停損,10,606.29,432.98
1519,2024-02-19,2024-03-14,411.03,485.8,0.1738,🟢 停利,17,485.72,355.02
2376,2024-02-20,2024-03-14,343.42,302.76,-0.1244,🔴 停損,16,397.64,302.76
2385,2024-03-12,2024-03-14,186.33,219.34,0.1691,🟢 停利,2,219.34,161.57
3017,2024-03-07,2024-03-15,624.74,529.08,-0.1589,🔴 停損,6,749.96,530.83
2404,2024-03-11,2024-03-15,352.82,323.15,-0.0903,🔴 停損,4,392.38,323.15
2603,2024-03-08,2024-03-18,148.63,135.14,-0.097,🔴 停損,6,166.61,135.14
2404,2024-03-15,2024-03-20,331.48,390.12,0.1689,🟢 停利,3,389.72,287.79
2317,2024-03-18,2024-03-22,125.26,137.49,0.0901,🟢 停利,4,137.49,116.08
3231,2024-02-23,2024-03-25,115.77,115.18,-0.0119,⚪ 時間到期,20,135.16,101.23
1519,2024-03-15,2024-03-25,525.93,628.34,0.1866,🟢 停利,6,628.34,449.12
2404,2024-03-20,2024-03-26,390.51,334.64,-0.1489,🔴 停損,4,464.99,334.64
2379,2024-03-04,2024-04-01,523.41,516.42,-0.0201,⚪ 時間到期,20,590.47,473.1
2360,2024-03-06,2024-04-03,244.78,242.15,-0.0175,⚪ 時間到期,20,280.63,217.9
1519,2024-03-25,2024-04-08,582.57,693.39,0.1821,🟢 停利,8,693.39,499.45
2317,2024-03-22,2024-04-09,135.62,151.52,0.1096,🟢 停利,10,151.52,123.69
2449,2024-03-13,2024-04-12,102.38,100.4,-0.026,⚪ 時間到期,20,121.74,87.85
2385,2024-03-14,2024-04-15,212.82,184.79,-0.1376,🔴 停損,20,250.13,184.83
2454,2024-03-14,2024-04-15,1125.89,1023.35,-0.0973,⚪ 時間到期,20,1291.28,1001.84
6239,2024-03-14,2024-04-15,171.06,169.53,-0.0157,⚪ 時間到期,20,197.78,151.02
2382,2024-04-03,2024-04-16,272.47,240.72,-0.1226,🔴 停損,7,314.8,240.72
2317,2024-04-09,2024-04-16,149.27,130.85,-0.1294,🔴 停損,5,173.83,130.85
1504,2024-03-25,2024-04-24,52.03,54.65,0.0432,⚪ 時間到期,20,58.95,46.84
1605,2024-04-15,2024-04-24,38.39,35.42,-0.0836,🔴 停損,7,42.35,35.42
3533,2024-03-26,2024-04-25,1343.18,1346.61,-0.0043,⚪ 時間到期,20,1637.14,1122.71
2404,2024-04-01,2024-05-02,357.36,354.28,-0.0154,⚪ 時間到期,20,461.79,279.04
2327,2024-04-24,2024-05-03,119.89,131.89,0.0925,🟢 停利,6,131.89,110.9
2618,2024-04-25,2024-05-03,31.13,34.17,0.0902,🟢 停利,5,34.17,28.85
1519,2024-04-08,2024-05-07,668.34,660.39,-0.0186,⚪ 時間到期,20,823.29,552.12
2317,2024-04-16,2024-05-07,134.2,159.47,0.1802,🟢 停利,14,158.85,115.72
2609,2024-05-03,2024-05-10,44.65,50.13,0.1152,🟢 停利,5,50.13,40.53
4938,2024-04-12,2024-05-13,91.82,90.72,-0.0187,⚪ 時間到期,20,105.84,81.3
2615,2024-05-10,2024-05-13,56.76,65.32,0.1429,🟢 停利,1,63.95,51.36
2634,2024-04-15,2024-05-14,54.67,53.01,-0.0369,⚪ 時間到期,20,61.51,49.53
5274O,2024-04-15,2024-05-14,3064.59,3155.05,0.0225,⚪ 時間到期,20,3638.5,2634.15
3017,2024-04-16,2024-05-15,594.34,630.97,0.0544,⚪ 時間到期,20,735.42,488.52
9945,2024-05-07,2024-05-16,40.28,44.37,0.094,🟢 停利,7,44.37,37.22
1504,2024-04-24,2024-05-23,54.89,48.38,-0.1246,⚪ 時間到期,20,64.69,47.53
2615,2024-05-14,2024-05-27,66.61,75.82,0.1305,🟢 停利,9,75.82,59.71
6415,2024-05-02,2024-05-28,419.41,503.8,0.193,🟢 停利,18,503.8,356.12
2618,2024-05-03,2024-05-31,33.37,32.04,-0.0464,⚪ 時間到期,20,37.43,30.32
2353,2024-05-28,2024-06-03,53.65,48.13,-0.1091,🔴 停損,4,61.02,48.13
2891,2024-05-07,2024-06-04,32.66,32.9,0.0004,⚪ 時間到期,20,35.85,30.27
2609,2024-05-15,2024-06-05,61.44,70.87,0.1455,🟢 停利,15,70.87,54.37
6446,2024-05-23,2024-06-05,365.88,419.56,0.1389,🟢 停利,9,419.56,325.62
2615,2024-05-27,2024-06-06,73.91,88.22,0.1855,🟢 停利,8,86.19,64.7
2105,2024-06-03,2024-06-06,55.61,50.15,-0.1042,🔴 停損,3,62.88,50.15
2637,2024-05-13,2024-06-11,65.77,64.19,-0.0306,⚪ 時間到期,20,76.44,57.77
2317,2024-05-13,2024-06-11,161.04,169.82,0.0473,⚪ 時間到期,20,183.81,143.97
6446,2024-06-05,2024-06-11,392.43,446.74,0.1306,🟢 停利,3,446.74,351.7
2603,2024-05-14,2024-06-12,170.1,157.97,-0.0777,⚪ 時間到期,20,197.49,149.56
5274O,2024-06-06,2024-06-12,4187.94,4995.9,0.1848,🟢 停利,3,4893.77,3658.57
9945,2024-05-16,2024-06-14,43.74,42.48,-0.0354,⚪ 時間到期,20,50.14,38.94
2454,2024-06-12,2024-06-19,1172.03,1327.84,0.1252,🟢 停利,5,1327.84,1055.17
2377,2024-06-04,2024-06-27,183.3,163.33,-0.115,🔴 停損,16,209.93,163.33
